# max_attributes; 15
# description; Austrailan macroeconomic dataset
# number_predictions; 75
# predict; HCE-ITA
# lag_parameter; 4
# horizon; 1
# name_prefix; aus_macrodata
# method; dm_PCA(copy=True, iterated_power='auto', n_components=3, random_state=None, svd_solver='auto', tol=0.0, whiten=False)
# prediction_type; rolling
HCE-ITA;0;1;2
1.979232739;62.846566929;30.664646817;14.452943257
-37.73423495;-46.9020528539;26.2271581741;-28.5927601408
35.9900694;-180.699831087;34.2591791628;88.5761578407
3.666576598;1.41722091594;40.4832926863;15.9414037158
-4.876408745;18.0181686909;69.9612295578;-15.7608494507
10.74303333;15.4035499245;-2.48380573175;52.4463099928
-14.43455591;133.147301796;11.2075145122;40.5546779841
7.026529487;44.7410996852;38.9715977834;-131.385426963
2.316243112;2.45505258102;-27.1280485622;31.4202896042
30.4127848;11.6375599379;-27.2826261524;-18.9760941706
-31.91216884;-8.88893425198;-50.687084505;-33.7280138502
-1.847558948;-69.4192925754;44.3080179711;65.9989549587
-3.876057821;0.800982583676;-20.5934324847;27.455662167
4.172964181;65.9485081745;-54.2843552179;-23.6898111739
-7.126069602;69.3665931277;-75.872678576;-120.33971854
-16.64414007;45.6287739164;-24.1943939413;3.92125770518
20.51601246;-35.9873746366;-103.453610829;-12.9045098915
-15.77986857;-158.061166177;-68.0272724722;-58.0830903147
10.95161766;-37.9936931795;82.815649503;20.1050596231
4.471286447;12.7725783546;13.4159199451;-16.7822792364
-3.127256786;11.327366789;-78.7426623433;18.2849089106
4.439060091;91.8174432714;-8.59228284859;24.9535209089
-6.206996968;-5.15517862236;12.7029498831;-21.0990055704
3.543260487;31.6249760017;-3.17628759126;-29.2189147963
-10.27856022;26.0241603236;22.9565060057;-15.617878011
27.08358905;3.25460435194;26.8372854332;-6.26509956264
-17.27073873;28.1332971452;-8.98219187127;7.81080063389
-3.027268025;28.0707190801;-9.48909328459;31.2475442065
7.763859097;-62.5447383904;-36.1117489872;-0.982477538468
-6.886008134;-4.75331365735;-13.8741291862;22.4691482827
11.87371655;61.3697255553;-62.1349281537;-3.44009112876
-2.724552723;-23.2552558576;-23.5985348861;-14.5388532921
-4.19205608;-16.6464519801;-36.7090287361;9.61083926825
6.749809236;-82.271199561;1.27715077287;17.8976886519
-3.751340341;-203.957520351;-61.0018001495;-10.2008119316
2.561088115;-107.335020637;84.5684700596;-3.66559028563
-3.943094342;35.702093618;332.151532234;70.833881681
-13.2466607;218.646014883;25.475391655;67.6261193004
-1.727127117;89.5716052026;-164.976298075;-75.5746900632
0.161443771;-56.8446513923;-96.0864400267;-46.2547260762
17.4768077;-120.654194155;-87.5029215052;6.16152183862
0.230883815;-206.177553434;-2.66264126232;-45.2521225786
-10.89268284;-106.067623135;33.532789206;-24.4350812253
-4.342841748;-8.88561814391;-36.0878815347;3.17111766788
3.079865269;24.6886776871;-83.8932512414;21.7776259912
8.339516323;-49.8517090435;-16.9944906249;-38.8539290987
-4.367289042;28.9632206999;-50.6707710076;-18.3784280064
4.32012054;-0.000162054117022;56.199969865;41.8508090122
-13.40693105;31.2524941429;21.9034095238;-0.69578917101
1.828546846;4.37195364057;-38.9194667126;-1.72248766
10.90385852;-24.2651362425;55.3495173129;-5.42834740987
5.128435891;23.229146088;-30.6428372932;-10.4823216689
-14.73539295;6.1889207102;18.3616710973;-8.64945037981
-1.311565432;26.7602785509;-19.7521241406;16.3247405894
13.74425179;63.6224457082;62.7419315123;-9.25057522286
-0.498092204;29.1893120398;87.3211031301;11.8014068692
3.015910387;7.58230855025;-5.53695621361;24.918883294
-3.23364736;-5.1968820639;35.7801669603;16.8336598665
12.12457659;-5.61640729959;-45.2608229129;-15.1868667152
-30.83816906;2.80419193824;27.4509429764;-5.65940464793
18.93393226;4.87072748945;56.7270614146;-6.31689345935
